results for random string testing
Iteration 1: c = ], s = eut, state = 0
Iteration 22859: c = l, s = , state = 9
Iteration 22860: c = [, s = russr, state = 9
Iteration 22861: c =  , s = t, state = 9
Iteration 22862: c = 4, s = eetue, state = 9
Iteration 22863: c = x, s = , state = 9
Iteration 22864: c = ], s = uest, state = 9
Iteration 22865: c = r, s = urrtt, state = 9
Iteration 22866: c = x, s = , state = 9
Iteration 22867: c = }, s = s, state = 9
Iteration 22868: c = ], s = ersssru, state = 9
Iteration 22869: c = [, s = , state = 9
Iteration 22870: c = ), s = eurtsru, state = 9
Iteration 22871: c = }, s = surusru, state = 9
Iteration 22872: c = l, s = ss, state = 9
Iteration 22873: c = ], s = tsu, state = 9
Iteration 22874: c = r, s = ttu, state = 9
Iteration 22875: c = [, s = rus, state = 9
Iteration 22876: c = l, s = e, state = 9
Iteration 22877: c = [, s = sesr, state = 9
Iteration 22878: c = x, s = eeuu, state = 9
Iteration 22879: c = [, s = rr, state = 9
Iteration 22880: c = l, s = ss, state = 9
Iteration 22881: c = /, s = , state = 9
Iteration 22882: c = 4, s = ertee, state = 9
Iteration 22883: c = a, s = s, state = 9
Iteration 22884: c =  , s = , state = 9
Iteration 22885: c = [, s = test, state = 9
Iteration 22886: c = ], s = eest, state = 9
Iteration 22887: c = ), s = e, state = 9
Iteration 22888: c = x, s = suusres, state = 9
Iteration 22889: c = (, s = , state = 9
Iteration 22890: c = a, s = , state = 9
Iteration 22891: c = ), s = , state = 9
Iteration 22892: c = 4, s = uut, state = 9
Iteration 22893: c = ), s = rus, state = 9
Iteration 22894: c = l, s = tutesus, state = 9
Iteration 22895: c = }, s = , state = 9
Iteration 22896: c = l, s = e, state = 9
Iteration 22897: c =  , s = se, state = 9
Iteration 22898: c = [, s = e, state = 9
Iteration 22899: c = x, s = rest, state = 9
Iteration 22900: c = 4, s = sss, state = 9
Iteration 22901: c = (, s = rest, state = 9
Iteration 22902: c = x, s = rest, state = 9
Iteration 22903: c = r, s = ertrsut, state = 9
Iteration 22904: c = (, s = u, state = 9
Iteration 22905: c = r, s = eresuet, state = 9
Iteration 22906: c = }, s = te, state = 9
Iteration 22907: c = ), s = rt, state = 9
Iteration 22908: c = ], s = srr, state = 9
Iteration 22909: c = l, s = utr, state = 9
Iteration 22910: c = ), s = stertuu, state = 9
Iteration 22911: c = (, s = , state = 9
Iteration 22912: c = l, s = ueu, state = 9
Iteration 22913: c =  , s = srtuuru, state = 9
Iteration 22914: c = 4, s = , state = 9
Iteration 22915: c =  , s = euuuurt, state = 9
Iteration 22916: c = {, s = sest, state = 9
Iteration 22917: c =  , s = t, state = 9
Iteration 22918: c = x, s = , state = 9
Iteration 22919: c = ], s = ser, state = 9
Iteration 22920: c = l, s = , state = 9
Iteration 22921: c = /, s = sstte, state = 9
Iteration 22922: c = l, s = susse, state = 9
Iteration 22923: c = }, s = reutuue, state = 9
Iteration 22924: c = ), s = uest, state = 9
Iteration 22925: c = (, s = sstsuue, state = 9
Iteration 22926: c = }, s = test, state = 9
Iteration 22927: c =  , s = , state = 9
Iteration 22928: c = l, s = tsttur, state = 9
Iteration 22929: c = [, s = s, state = 9
Iteration 22930: c = x, s = sts, state = 9
Iteration 22931: c = (, s = ues, state = 9
Iteration 22932: c = r, s = t, state = 9
Iteration 22933: c = ], s = ruttu, state = 9
Iteration 22934: c = r, s = suttu, state = 9
Iteration 22935: c = x, s = eettu, state = 9
Iteration 22936: c = x, s = terrtu, state = 9
Iteration 22937: c = {, s = tsrrtu, state = 9
Iteration 22938: c = [, s = uest, state = 9
Iteration 22939: c = [, s = sususut, state = 9
Iteration 22940: c = [, s = sususut, state = 9
Iteration 22941: c = ), s = rsussts, state = 9
Iteration 22942: c = [, s = srt, state = 9
Iteration 22943: c = }, s = , state = 9
Iteration 22944: c = }, s = su, state = 9
Iteration 22945: c = x, s = uure, state = 9
Iteration 22946: c = /, s = srrtsr, state = 9
Iteration 22947: c = ], s = eeu, state = 9
Iteration 22948: c = /, s = t, state = 9
Iteration 22949: c = }, s = rsurets, state = 9
Iteration 22950: c = x, s = teurets, state = 9
Iteration 22951: c = l, s = uttstts, state = 9
Iteration 22952: c = r, s = uuurtts, state = 9
Iteration 22953: c = 4, s = ueur, state = 9
Iteration 22954: c = [, s = tsr, state = 9
Iteration 22955: c = 4, s = u, state = 9
Iteration 22956: c = 4, s = sr, state = 9
Iteration 22957: c = a, s = ee, state = 9
Iteration 22958: c = l, s = trutusu, state = 9
Iteration 22959: c = x, s = , state = 9
Iteration 22960: c = [, s = srt, state = 9
Iteration 22961: c = x, s = uest, state = 9
Iteration 22962: c = }, s = ttssuuu, state = 9
Iteration 22963: c = x, s = r, state = 9
Iteration 22964: c = l, s = , state = 9
Iteration 22965: c = 4, s = ut, state = 9
Iteration 22966: c = [, s = s, state = 9
Iteration 22967: c = ], s = , state = 9
Iteration 22968: c = r, s = , state = 9
Iteration 22969: c =  , s = , state = 9
Iteration 22970: c = /, s = r, state = 9
Iteration 22971: c = [, s = , state = 9
Iteration 22972: c = }, s = t, state = 9
Iteration 22973: c = (, s = , state = 9
Iteration 22974: c = (, s = tts, state = 9
Iteration 22975: c = r, s = u, state = 9
Iteration 22976: c = }, s = e, state = 9
Iteration 22977: c = x, s = tu, state = 9
Iteration 22978: c = x, s = e, state = 9
Iteration 22979: c = (, s = sest, state = 9
Iteration 22980: c = r, s = rtture, state = 9
Iteration 22981: c = 4, s = eruuss, state = 9
Iteration 22982: c = l, s = uteuee, state = 9
Iteration 22983: c = x, s = utseer, state = 9
Iteration 22984: c = [, s = stueer, state = 9
Iteration 22985: c = {, s = ruuter, state = 9
Iteration 22986: c = x, s = trtter, state = 9
Iteration 22987: c = a, s = , state = 9
Iteration 22988: c = /, s = tteeer, state = 9
Iteration 22989: c = x, s = rest, state = 9
Iteration 22990: c = ), s = etuue, state = 9
Iteration 22991: c =  , s = , state = 9
Iteration 22992: c = }, s = ter, state = 9
Iteration 22993: c = l, s = u, state = 9
Iteration 22994: c = {, s = erret, state = 9
Iteration 22995: c = [, s = sest, state = 9
Iteration 22996: c = {, s = trt, state = 9
Iteration 22997: c = ], s = rest, state = 9
Iteration 22998: c =  , s = surre, state = 9
Iteration 22999: c =  , s = rrruu, state = 9
Iteration 23000: c = (, s = , state = 9
Iteration 23001: c = }, s = tsssstr, state = 9
Iteration 23002: c = 4, s = , state = 9
Iteration 23003: c =  , s = tsrut, state = 9
Iteration 23004: c = }, s = tuset, state = 9
Iteration 23005: c =  , s = tetse, state = 9
Iteration 23006: c = /, s = ueuue, state = 9
Iteration 23007: c = {, s = eurue, state = 9
Iteration 23008: c =  , s = uuuue, state = 9
Iteration 23009: c =  , s = truue, state = 9
Iteration 23010: c = r, s = usur, state = 9
Iteration 23011: c = /, s = rrur, state = 9
Iteration 23012: c = a, s = tter, state = 9
Iteration 23013: c = l, s = rrsr, state = 9
Iteration 23014: c = a, s = ssetrss, state = 9
Iteration 23015: c = ], s = ut, state = 9
Iteration 23016: c = /, s = t, state = 9
Iteration 23017: c = [, s = eeue, state = 9
Iteration 23018: c = a, s = , state = 9
Iteration 23019: c = x, s = us, state = 9
Iteration 23020: c = r, s = esttu, state = 9
Iteration 23021: c = r, s = rs, state = 9
Iteration 23022: c = l, s = r, state = 9
Iteration 23023: c = /, s = reseeue, state = 9
Iteration 23024: c = a, s = tuueeue, state = 9
Iteration 23025: c = r, s = ru, state = 9
Iteration 23026: c = (, s = test, state = 9
Iteration 23027: c = /, s = steeteu, state = 9
Iteration 23028: c = ], s = e, state = 9
Iteration 23029: c = ), s = re, state = 9
Iteration 23030: c =  , s = ur, state = 9
Iteration 23031: c = ), s = eseuusu, state = 9
Iteration 23032: c = }, s = , state = 9
Iteration 23033: c = {, s = es, state = 9
Iteration 23034: c = }, s = rest, state = 9
Iteration 23035: c = (, s = , state = 9
Iteration 23036: c = 4, s = , state = 9
Iteration 23037: c = 4, s = esstusu, state = 9
Iteration 23038: c = (, s = rereusu, state = 9
Iteration 23039: c = [, s = , state = 9
Iteration 23040: c = 4, s = usuette, state = 9
Iteration 23041: c = r, s = e, state = 9
Iteration 23042: c = l, s = , state = 9
Iteration 23043: c = {, s = eest, state = 9
Iteration 23044: c = (, s = rtrutte, state = 9
Iteration 23045: c =  , s = , state = 9
Iteration 23046: c = 4, s = tttesre, state = 9
Iteration 23047: c = ], s = , state = 9
Iteration 23048: c = {, s = rest, state = 9
Iteration 23049: c =  , s = e, state = 9
Iteration 23050: c = a, s = teeeuue, state = 9
Iteration 23051: c = l, s = rertuue, state = 9
Iteration 23052: c = ], s = r, state = 9
Iteration 23053: c = {, s = te, state = 9
Iteration 23054: c = a, s = er, state = 9
Iteration 23055: c = {, s = , state = 9
Iteration 23056: c = l, s = ss, state = 9
Iteration 23057: c = a, s = tsetrss, state = 9
Iteration 23058: c = r, s = ueetuse, state = 9
Iteration 23059: c = {, s = , state = 9
Iteration 23060: c = 4, s = sttuu, state = 9
Iteration 23061: c = 4, s = , state = 9
Iteration 23062: c = r, s = rrset, state = 9
Iteration 23063: c = {, s = trtetur, state = 9
Iteration 23064: c = {, s = steu, state = 9
Iteration 23065: c = x, s = eeeu, state = 9
Iteration 23066: c = r, s = sreu, state = 9
Iteration 23067: c = l, s = rteu, state = 9
Iteration 23068: c = {, s = er, state = 9
Iteration 23069: c = /, s = ttuus, state = 9
Iteration 23070: c = ], s = euuus, state = 9
Iteration 23071: c = ), s = tr, state = 9
Iteration 23072: c = {, s = r, state = 9
Iteration 23073: c = 4, s = , state = 9
Iteration 23074: c = [, s = rut, state = 9
Iteration 23075: c = /, s = sttsr, state = 9
Iteration 23076: c = a, s = treurts, state = 9
Iteration 23077: c = {, s = es, state = 9
Iteration 23078: c = x, s = uutrrts, state = 9
Iteration 23079: c = a, s = uest, state = 9
Iteration 23080: c = (, s = s, state = 9
Iteration 23081: c = 4, s = rturus, state = 9
Iteration 23082: c = x, s = esuuus, state = 9
Iteration 23083: c = }, s = , state = 9
Iteration 23084: c = a, s = , state = 9
Iteration 23085: c = (, s = eest, state = 9
Iteration 23086: c = [, s = u, state = 9
Iteration 23087: c = {, s = rr, state = 9
Iteration 23088: c = r, s = , state = 9
Iteration 23089: c = l, s = tuuurt, state = 9
Iteration 23090: c = a, s = , state = 9
Iteration 23091: c = ], s = sest, state = 9
Iteration 23092: c = [, s = rertrt, state = 9
Iteration 23093: c = (, s = , state = 9
Iteration 23094: c = x, s = rest, state = 9
Iteration 23095: c = a, s = u, state = 9
Iteration 23096: c = r, s = , state = 9
Iteration 23097: c = ), s = , state = 9
Iteration 23098: c = ], s = uest, state = 9
Iteration 23099: c = l, s = test, state = 9
Iteration 23100: c = (, s = sest, state = 9
Iteration 23101: c = ), s = urstert, state = 9
Iteration 23102: c = ), s = eest, state = 9
Iteration 23103: c = l, s = usstert, state = 9
Iteration 23104: c = 4, s = , state = 9
Iteration 23105: c = [, s = , state = 9
Iteration 23106: c = (, s = , state = 9
Iteration 23107: c = ), s = err, state = 9
Iteration 23108: c = l, s = uest, state = 9
Iteration 23109: c = 4, s = erstuut, state = 9
Iteration 23110: c = /, s = utruuet, state = 9
Iteration 23111: c = l, s = rruuuet, state = 9
Iteration 23112: c = x, s = reeter, state = 9
Iteration 23113: c = r, s = test, state = 9
Iteration 23114: c = ], s = sreter, state = 9
Iteration 23115: c = a, s = sest, state = 9
Iteration 23116: c =  , s = test, state = 9
Iteration 23117: c = {, s = sseser, state = 9
Iteration 23118: c = r, s = etsrtt, state = 9
Iteration 23119: c = x, s = eurett, state = 9
Iteration 23120: c = x, s = ueeett, state = 9
Iteration 23121: c = l, s = test, state = 9
Iteration 23122: c = /, s = ruerets, state = 9
Iteration 23123: c = r, s = sterets, state = 9
Iteration 23124: c = r, s = , state = 9
Iteration 23125: c = 4, s = , state = 9
Iteration 23126: c = 4, s = , state = 9
Iteration 23127: c = 4, s = , state = 9
Iteration 23128: c = ], s = test, state = 9
Iteration 23129: c = r, s = , state = 9
Iteration 23130: c =  , s = uest, state = 9
Iteration 23131: c = {, s = , state = 9
Iteration 23132: c = }, s = eest, state = 9
Iteration 23133: c = (, s = seettr, state = 9
Iteration 23134: c = /, s = sruuur, state = 9
Iteration 23135: c = ], s = u, state = 9
Iteration 23136: c = {, s = , state = 9
Iteration 23137: c = 4, s = usuuur, state = 9
Iteration 23138: c =  , s = rest, state = 9
Iteration 23139: c = [, s = euuuur, state = 9
Iteration 23140: c = 4, s = euruur, state = 9
Iteration 23141: c = {, s = u, state = 9
Iteration 23142: c = l, s = tsttts, state = 9
Iteration 23143: c = }, s = , state = 9
Iteration 23144: c = ), s = , state = 9
Iteration 23145: c = ], s = eru, state = 9
Iteration 23146: c = }, s = ese, state = 9
Iteration 23147: c = l, s = e, state = 9
Iteration 23148: c = ), s = seusurr, state = 9
Iteration 23149: c = }, s = , state = 9
Iteration 23150: c = }, s = rettr, state = 9
Iteration 23151: c =  , s = er, state = 9
Iteration 23152: c = ), s = teurr, state = 9
Iteration 23153: c = r, s = r, state = 9
Iteration 23154: c = x, s = u, state = 9
Iteration 23155: c = {, s = , state = 9
Iteration 23156: c = (, s = us, state = 9
Iteration 23157: c = (, s = rst, state = 9
Iteration 23158: c = x, s = ereueru, state = 9
Iteration 23159: c = l, s = sruute, state = 9
Iteration 23160: c =  , s = suete, state = 9
Iteration 23161: c = ), s = u, state = 9
Iteration 23162: c = /, s = u, state = 9
Iteration 23163: c = 4, s = u, state = 9
Iteration 23164: c = [, s = t, state = 9
Iteration 23165: c = l, s = rtrssst, state = 9
Iteration 23166: c = /, s = eest, state = 9
Iteration 23167: c = 4, s = , state = 9
Iteration 23168: c = ), s = s, state = 9
Iteration 23169: c = l, s = , state = 9
Iteration 23170: c = 4, s = , state = 9
Iteration 23171: c = ), s = , state = 9
Iteration 23172: c = 4, s = t, state = 9
Iteration 23173: c = l, s = r, state = 9
Iteration 23174: c = l, s = , state = 9
Iteration 23175: c = a, s = es, state = 9
Iteration 23176: c = {, s = , state = 9
Iteration 23177: c =  , s = , state = 9
Iteration 23178: c = ], s = ueeeeus, state = 9
Iteration 23179: c = [, s = rest, state = 9
Iteration 23180: c = a, s = ustr, state = 9
Iteration 23181: c = 4, s = ur, state = 9
Iteration 23182: c = x, s = rsruteu, state = 9
Iteration 23183: c = x, s = ur, state = 9
Iteration 23184: c = ), s = rus, state = 9
Iteration 23185: c = /, s = , state = 9
Iteration 23186: c = /, s = , state = 9
Iteration 23187: c = [, s = rrsseeu, state = 9
Iteration 23188: c = {, s = reeseeu, state = 9
Iteration 23189: c = x, s = eesessu, state = 9
Iteration 23190: c = (, s = , state = 9
Iteration 23191: c = ], s = serresu, state = 9
Iteration 23192: c = x, s = t, state = 9
Iteration 23193: c = ), s = , state = 9
Iteration 23194: c = (, s = test, state = 9
Iteration 23195: c = a, s = , state = 9
Iteration 23196: c = }, s = , state = 9
Iteration 23197: c = {, s = , state = 9
Iteration 23198: c = ], s = u, state = 9
Iteration 23199: c = }, s = , state = 9
Iteration 23200: c = }, s = ssestut, state = 9
Iteration 23201: c = r, s = , state = 9
Iteration 23202: c = (, s = ssr, state = 9
Iteration 23203: c =  , s = eest, state = 9
Iteration 23204: c = [, s = ee, state = 9
Iteration 23205: c = a, s = srusru, state = 9
Iteration 23206: c = ), s = eest, state = 9
Iteration 23207: c = }, s = rtetuet, state = 9
Iteration 23208: c = x, s = eestret, state = 9
Iteration 23209: c = l, s = rettret, state = 9
Iteration 23210: c = {, s = etrtret, state = 9
Iteration 23211: c =  , s = ttet, state = 9
Iteration 23212: c = [, s = , state = 9
Iteration 23213: c = r, s = rest, state = 9
Iteration 23214: c = ), s = rt, state = 9
Iteration 23215: c = r, s = eeuuurt, state = 9
Iteration 23216: c = x, s = esr, state = 9
Iteration 23217: c =  , s = ts, state = 9
Iteration 23218: c = r, s = rest, state = 9
Iteration 23219: c = (, s = su, state = 9
Iteration 23220: c = x, s = e, state = 9
Iteration 23221: c = }, s = eess, state = 9
Iteration 23222: c = r, s = urt, state = 9
Iteration 23223: c = {, s = uest, state = 9
Iteration 23224: c = x, s = eest, state = 9
Iteration 23225: c = [, s = ruseter, state = 9
Iteration 23226: c = 4, s = rest, state = 9
Iteration 23227: c =  , s = uuseter, state = 9
Iteration 23228: c = ], s = s, state = 9
Iteration 23229: c = /, s = , state = 9
Iteration 23230: c = a, s = rtuustr, state = 9
Iteration 23231: c = r, s = ttrsstr, state = 9
Iteration 23232: c = r, s = test, state = 9
Iteration 23233: c = (, s = reesstr, state = 9
Iteration 23234: c = 4, s = uest, state = 9
Iteration 23235: c = r, s = etrettr, state = 9
Iteration 23236: c =  , s = srrettr, state = 9
Iteration 23237: c = ], s = eerettr, state = 9
Iteration 23238: c = /, s = , state = 9
Iteration 23239: c = (, s = ssuettr, state = 9
Iteration 23240: c = [, s = est, state = 9
Iteration 23241: c = }, s = , state = 9
Iteration 23242: c = {, s = res, state = 9
Iteration 23243: c = a, s = urruutr, state = 9
Iteration 23244: c =  , s = , state = 9
Iteration 23245: c =  , s = rrr, state = 9
Iteration 23246: c = [, s = s, state = 9
Iteration 23247: c = ], s = , state = 9
Iteration 23248: c = 4, s = , state = 9
Iteration 23249: c = r, s = esrr, state = 9
Iteration 23250: c = l, s = rtrr, state = 9
Iteration 23251: c = a, s = eest, state = 9
Iteration 23252: c = ], s = susr, state = 9
Iteration 23253: c = [, s = uest, state = 9
Iteration 23254: c = }, s = essteru, state = 9
Iteration 23255: c = {, s = s, state = 9
Iteration 23256: c = }, s = t, state = 9
Iteration 23257: c = /, s = reetess, state = 9
Iteration 23258: c = {, s = sretess, state = 9
Iteration 23259: c = /, s = test, state = 9
Iteration 23260: c = [, s = reusess, state = 9
Iteration 23261: c = (, s = , state = 9
Iteration 23262: c = 4, s = , state = 9
Iteration 23263: c = {, s = uur, state = 9
Iteration 23264: c = x, s = , state = 9
Iteration 23265: c = l, s = sttsu, state = 9
Iteration 23266: c = [, s = ts, state = 9
